排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
151,屏下摄像,BK0947,887.42,-0.08,-0.01,549948832000,1.51,3,6,欧菲光,2.78
152,2026一季报预增,BK1680,977.79,-0.16,-0.02,4460738048000,2.0,48,57,天华新能,8.82
153,海工装备,BK0601,2159.32,-0.38,-0.02,2158211552000,0.89,29,42,宝色股份,4.81
154,小盘成长,BK1667,943.03,-0.19,-0.02,6005166848000,1.5,151,219,飞龙股份,10.0
155,中特估,BK1139,1167.73,-0.21,-0.02,25823783936000,0.15,30,47,烽火通信,6.26
156,东数西算,BK1064,1782.46,-0.55,-0.03,1849251168000,1.12,20,47,博汇股份,20.02
157,煤化工概念,BK0492,10821.53,-3.19,-0.03,2924389536000,0.88,31,42,ST百利,5.04
158,胎压监测,BK0898,2177.43,-0.71,-0.03,319588272000,1.13,8,19,软控股份,4.91
159,尾气治理,BK0932,1899.42,-0.58,-0.03,330555136000,1.63,14,21,和远气体,10.01
160,ETC,BK0875,1663.72,-0.44,-0.03,353399056000,1.26,14,26,楚天龙,9.97
161,并购重组概念,BK1181,1264.85,-0.52,-0.04,2848068784000,1.11,46,78,哈森股份,10.01
162,百元股,BK1059,930.71,-0.36,-0.04,24060015360000,1.83,106,110,东田微,12.65
163,飞行汽车(eVTOL),BK1157,1902.49,-0.74,-0.04,1038591856000,0.97,31,51,金博股份,13.31
164,环氧丙烷,BK1011,675.04,-0.32,-0.05,620173760000,1.49,6,15,中化国际,8.64
165,显示技术,BK1651,948.81,-0.59,-0.06,906935856000,1.46,13,33,深科达,13.93
166,无人机,BK0704,2479.91,-1.7,-0.07,3597640896000,1.37,91,130,共达电声,9.99
167,华为概念,BK0854,4174.8,-2.8,-0.07,18146209792000,1.37,288,444,楚天龙,9.97
168,植物照明,BK1007,1124.08,-0.82,-0.07,175494761000,1.4,7,11,万润科技,2.51
169,2026中报扭亏,BK1750,952.1,-0.64,-0.07,6709257472000,1.98,77,125,福华尚纬,10.06
170,独角兽,BK0835,2015.18,-1.7,-0.08,4812869376000,1.19,36,64,共达电声,9.99
171,建筑节能,BK1076,1091.4,-0.84,-0.08,280140000000,1.84,17,32,豪美新材,9.99
172,PVDF概念,BK1012,1301.79,-1.06,-0.08,489501168000,1.68,6,9,昊华科技,3.23
173,智能穿戴,BK0641,4065.33,-4.1,-0.1,4011184736000,1.79,51,75,士兰微,9.99
174,玻璃基板,BK1175,2586.89,-2.56,-0.1,1645409504000,1.82,21,32,麦格米特,4.18
175,空间站概念,BK0994,2057.58,-2.03,-0.1,276750288000,1.05,9,10,国机精工,1.29
176,券商概念,BK0711,1051.75,-1.01,-0.1,3785844400000,0.31,17,34,指南针,2.6
177,MSCI中国,BK0821,1465.92,-1.49,-0.1,84061077504000,0.45,237,316,士兰微,9.99
178,互联网金融,BK0637,4878.49,-5.13,-0.11,20734619392000,0.25,67,114,天利科技,10.4
179,卫星导航,BK0629,5996.25,-6.36,-0.11,1125798768000,0.63,29,44,力合微,6.99
180,低空经济,BK1166,1527.17,-1.76,-0.12,3939748336000,0.96,103,184,金博股份,13.31
181,基金重仓,BK0536,16541.78,-20.38,-0.12,8742180096000,2.28,31,35,天华新能,8.82
182,UWB概念,BK0880,1694.24,-2.22,-0.13,472074624000,1.8,7,9,航天晨光,1.58
183,噪声防治,BK1082,1755.17,-2.31,-0.13,49808636000,1.66,4,5,凯伦股份,2.92
184,超超临界发电,BK1087,1419.37,-1.9,-0.13,1173433520000,0.48,18,26,川润股份,5.61
185,数字水印,BK1129,909.41,-1.24,-0.14,92297818000,1.46,5,11,众合科技,2.04
186,虚拟机器人,BK1190,1278.5,-1.86,-0.15,641172368000,1.41,8,7,风华高科,1.64
187,英伟达概念,BK1161,2130.6,-3.31,-0.16,3340481616000,1.53,25,38,扬杰科技,5.51
188,有机硅概念,BK0961,1778.14,-2.92,-0.16,468463024000,1.44,12,23,天赐材料,2.97
189,减速器,BK1100,1690.52,-2.75,-0.16,1074028064000,1.15,26,60,宇环数控,10.01
190,智能家居,BK0680,2878.52,-4.98,-0.17,3975194192000,1.11,51,112,共达电声,9.99
191,传感器,BK0905,2124.94,-3.6,-0.17,2464043280000,1.78,47,82,共达电声,9.99
192,风能,BK0595,2514.63,-4.54,-0.18,8665095936000,0.66,77,154,杭齿前进,10.02
193,股权分散,BK1699,1087.94,-1.98,-0.18,4097238416000,1.74,74,144,瑞斯康达,10.01
194,机器人概念,BK1090,1946.15,-3.59,-0.18,13855689216000,1.02,252,468,飞龙股份,10.0
195,核污染防治,BK0983,1666.71,-2.95,-0.18,404799568000,0.38,11,19,优利德,5.9
196,金融地产风格,BK1714,1036.49,-2.07,-0.2,22332036608000,0.18,37,56,中油资本,3.68
197,充电桩,BK0700,3025.58,-6.11,-0.2,4903827456000,1.23,85,165,福华尚纬,10.06
198,毫米波概念,BK1124,2126.84,-4.26,-0.2,1224557872000,2.16,19,33,崇达技术,6.42
199,民爆概念,BK1066,1506.9,-3.24,-0.21,357120064000,0.51,5,16,晓程科技,5.46
200,AI手机,BK1162,1835.63,-4.1,-0.22,1073763840000,1.49,12,18,福蓉科技,5.42
201,磁悬浮概念,BK0975,2121.61,-4.6,-0.22,809766576000,0.6,12,17,凯发电气,4.75
202,熔盐储能,BK1103,1033.93,-2.37,-0.23,110708684000,0.67,1,8,冰轮环境,4.48
203,B股,BK0636,891.33,-2.09,-0.23,683865840000,0.07,18,49,虹美菱B,10.13
204,PEEK材料概念,BK1156,1728.33,-3.91,-0.23,866883088000,1.9,17,30,金田股份,3.96
205,车联网(车路云),BK0920,1393.09,-3.21,-0.23,5642554112000,0.88,59,154,瑞斯康达,10.01
206,裸眼3D,BK1142,1184.32,-2.73,-0.23,363935760000,1.7,8,14,超声电子,1.57
207,中盘成长,BK1669,1046.18,-2.6,-0.25,9002017792000,1.47,84,122,士兰微,9.99
208,高成长股,BK1721,1092.58,-2.73,-0.25,5553781504000,1.52,41,56,湖南白银,10.03
209,电子后视镜,BK1125,1563.62,-4.08,-0.26,329354480000,1.23,8,17,欧菲光,2.78
210,专精特新,BK1005,1626.42,-4.44,-0.27,13122629888000,1.83,437,796,福华尚纬,10.06
211,AH股,BK0499,9222.48,-25.17,-0.27,45544331264000,0.24,77,118,康希诺,20.01
212,算力概念,BK1134,1860.41,-4.97,-0.27,11858742016000,0.96,62,159,瑞斯康达,10.01
213,电子纸概念,BK1057,1023.45,-2.87,-0.28,582348048000,1.42,3,10,*ST清越,3.33
214,昨日涨停_含一字,BK1050,137070.04,-414.13,-0.3,819493248000,8.72,33,50,汉森制药,10.04
215,换电概念,BK0985,1497.26,-4.66,-0.31,737928544000,0.72,15,26,瑞可达,6.47
216,行业龙头,BK1661,948.21,-2.96,-0.31,31089725696000,0.34,36,58,大中矿业,8.58
217,特高压,BK0918,2627.83,-8.15,-0.31,1880001056000,1.09,33,52,川润股份,5.54
218,中字头,BK0505,8677.51,-27.04,-0.31,16139606016000,0.23,31,69,中远海能,6.72
219,电网概念,BK1647,796.17,-2.48,-0.31,2987949808000,1.33,73,146,福达合金,9.99
220,水利建设,BK0597,1901.02,-6.03,-0.32,2133598304000,0.67,31,76,亿利达,9.98
221,新能源,BK0493,17220.14,-54.71,-0.32,6777805568000,0.74,68,133,金博股份,13.31
222,深成500,BK0568,1413.4,-4.6,-0.32,30287898624000,1.02,182,307,湖南白银,10.03
223,小盘股,BK1643,858.23,-2.81,-0.33,15384095744000,1.25,348,634,飞龙股份,10.0
224,深圳特区,BK0549,38451.08,-129.17,-0.33,10760727040000,1.0,122,221,深中华A,10.06
225,华为海思,BK1180,1958.67,-6.56,-0.33,1279538464000,2.42,18,22,ST惠伦,3.13
226,包装材料,BK0733,1195.98,-3.93,-0.33,140375498000,0.9,9,19,王子新材,3.97
227,物联网,BK0554,15946.24,-52.13,-0.33,10237682688000,1.24,116,254,瑞斯康达,10.01
228,Web3.0,BK1110,1601.45,-5.59,-0.35,446696432000,1.67,12,36,国光电器,6.4
229,全息技术,BK0699,2749.13,-9.77,-0.35,216694151000,1.29,3,8,ST银江,2.08
230,智能电网,BK0581,2016.29,-7.51,-0.37,2637056832000,1.3,58,131,福达合金,9.99
231,智能电视,BK0656,1225.26,-4.56,-0.37,287567264000,0.94,1,12,歌尔股份,5.68
232,创业成份,BK0638,2466.78,-9.06,-0.37,10445562880000,1.57,40,60,天华新能,8.82
233,一带一路,BK0712,1516.84,-5.56,-0.37,16467111424000,0.53,166,341,杭齿前进,10.02
234,智能驾驶,BK0802,2024.13,-7.79,-0.38,7401034496000,0.95,91,192,东田微,12.63
235,铁路基建,BK0592,2591.61,-9.86,-0.38,3038119856000,0.5,33,90,旭光电子,10.0
236,节能环保,BK0494,14475.76,-55.39,-0.38,5412934144000,0.94,129,273,和远气体,10.01
237,智慧城市,BK0628,5245.95,-20.01,-0.38,2503752192000,1.38,60,149,瑞斯康达,10.01
238,AI芯片,BK1127,1826.54,-7.12,-0.39,2793540400000,1.08,15,24,科德教育,4.33
239,土壤修复,BK1070,976.36,-3.79,-0.39,224098542000,1.24,9,25,南大环境,8.49
240,发电机概念,BK1014,1635.25,-6.46,-0.39,177364265000,0.64,8,15,*ST金灵,1.18
241,超清视频,BK0859,2090.41,-8.34,-0.4,2944626112000,1.13,24,72,联得装备,6.33
242,区块链,BK0830,1028.19,-4.1,-0.4,9193328384000,0.56,67,152,华峰超纤,11.58
243,工业互联网,BK0832,2474.35,-10.03,-0.4,5881735424000,1.02,62,136,瑞斯康达,10.01
244,近期摘帽,BK1693,1132.83,-4.65,-0.41,562910912000,1.92,26,41,金刚光伏,12.72
245,虚拟现实,BK0722,1201.15,-4.93,-0.41,3897771600000,1.29,64,149,科森科技,10.03
246,高市净率,BK1722,1098.81,-4.56,-0.41,15363073536000,2.36,80,118,江钨装备,10.01
247,化债(AMC)概念,BK0980,1042.61,-4.31,-0.41,955222768000,0.69,14,41,杭齿前进,10.02
248,抗菌面料,BK1116,1479.99,-6.22,-0.42,126437855000,1.2,6,9,圣泉集团,1.7
249,成渝特区,BK0534,20469.65,-86.68,-0.42,1919555152000,0.82,23,60,贝瑞基因,10.03
250,中盘股,BK1664,980.77,-4.15,-0.42,19309787392000,0.91,189,299,士兰微,9.99
251,证金持股,BK0718,1363.52,-5.84,-0.43,28316124928000,0.22,51,100,中远海能,6.72
252,碳交易,BK0966,1750.72,-7.55,-0.43,2633007632000,0.51,39,93,南大环境,8.49
253,虚拟电厂,BK0958,2039.52,-8.75,-0.43,1048485584000,0.6,18,52,高新发展,9.99
254,降解塑料,BK0909,1951.87,-8.57,-0.44,820116656000,1.21,16,50,中化国际,8.64
255,新型工业化,BK1150,1436.51,-6.44,-0.45,2849951200000,0.74,32,72,科瑞技术,4.67
256,钒电池,BK1095,1276.6,-5.76,-0.45,513624464000,0.56,8,11,西部矿业,2.7
257,化工原料,BK0512,27781.39,-127.88,-0.46,1432505168000,1.24,22,52,和远气体,10.01
258,参股保险,BK0604,2571.75,-11.76,-0.46,6484329728000,0.27,20,52,天利科技,10.4
259,智慧政务,BK0886,1307.92,-6.15,-0.47,607845216000,1.03,21,62,楚天龙,9.97
260,工程建设,BK0425,24562.27,-115.72,-0.47,1295530224000,0.45,17,47,高新发展,9.99
261,机构重仓,BK0552,16706.51,-83.1,-0.49,40326927104000,0.58,348,728,和远气体,10.01
262,元宇宙概念,BK1009,2046.43,-10.29,-0.5,4169853456000,1.32,33,107,共达电声,9.99
263,绿色电力,BK1024,1235.3,-6.25,-0.5,6321989632000,0.53,40,126,晓程科技,5.5
264,红利股,BK1641,991.54,-4.94,-0.5,19872882688000,0.16,33,65,四方股份,4.71
265,上证380,BK0705,2904.99,-14.99,-0.51,12407484416000,0.74,125,248,士兰微,9.99
266,网络安全,BK0655,4268.37,-21.75,-0.51,4819378432000,1.02,31,101,瑞斯康达,10.01
267,QFII重仓,BK0535,22980.87,-118.39,-0.51,7914883840000,2.02,226,474,新华百货,10.06
268,垃圾分类,BK0873,1538.71,-8.03,-0.52,793523824000,0.76,22,67,凯发电气,4.66
269,交运设备,BK0429,10193.6,-53.46,-0.52,624253888000,0.42,12,39,深中华B,3.97
270,深股通,BK0804,1200.29,-6.22,-0.52,41755669248000,1.38,613,1213,和远气体,10.01
271,机器视觉,BK0998,1941.0,-10.32,-0.53,1097352384000,1.34,36,61,科瑞技术,4.57
272,2025三季报预增,BK1198,1030.33,-5.48,-0.53,3808984736000,1.08,33,52,ST八菱,6.18
273,贬值受益,BK0812,1652.63,-8.92,-0.54,4484767488000,1.15,51,132,艾艾精工,7.92
274,沪股通,BK0707,2482.74,-13.49,-0.54,74337206272000,0.55,526,1074,键凯科技,20.0
275,PPP模式,BK0721,749.27,-4.08,-0.54,2113402352000,0.64,34,105,高新发展,9.99
276,体育产业,BK0708,1341.09,-7.27,-0.54,787558976000,0.95,17,56,康比特,8.62
277,中盘价值,BK1670,947.61,-5.38,-0.56,4454450944000,0.63,45,82,天华新能,8.82
278,雅下水电概念,BK1192,1164.24,-6.58,-0.56,1741091104000,0.5,13,40,雅化集团,5.05
279,时空大数据,BK1130,1329.21,-7.5,-0.56,273957072000,1.07,5,22,熙菱信息,2.18
280,科创板做市股,BK1108,1328.24,-7.68,-0.57,2432916688000,0.75,15,29,金盘科技,12.58
281,低价股,BK1053,1062.44,-6.11,-0.57,2012292352000,0.78,52,144,ST云网,8.72
282,数字经济,BK1061,1189.1,-6.85,-0.57,1880906336000,1.36,47,137,星网锐捷,10.02
283,2026中报预减,BK1752,1018.35,-5.84,-0.57,2278526640000,0.74,54,153,越剑智能,10.02
284,微利股,BK1642,817.67,-4.7,-0.57,1009582608000,1.26,30,68,福华尚纬,10.06
285,中证500,BK0701,2532.85,-14.61,-0.57,18600159488000,0.87,160,333,白银有色,9.93
286,转债标的,BK0528,12274.35,-70.45,-0.57,6087789056000,0.76,88,219,豪美新材,9.99
287,知识产权,BK0839,1927.71,-11.13,-0.57,320094160000,1.52,9,31,金博股份,13.31
288,西部大开发,BK0590,3331.5,-19.07,-0.57,12469981952000,1.15,197,395,新华百货,10.06
289,腾讯云,BK1189,1008.66,-5.9,-0.58,598808848000,1.35,6,14,锐捷网络,2.32
290,轮毂电机,BK1099,970.23,-5.65,-0.58,59008430000,0.94,3,6,佳电股份,0.93
291,生物质能发电,BK1098,1059.65,-6.32,-0.59,246984507000,0.96,9,21,富春环保,2.59
292,数字孪生,BK0861,1505.73,-9.14,-0.6,1006464368000,0.78,22,67,雄帝科技,9.35
293,统一大市场,BK1077,1221.27,-7.34,-0.6,400150432000,0.95,12,33,海通发展,4.48
294,东方财富热股,BK1637,3403.03,-20.44,-0.6,13769023744000,3.8,42,57,汉森制药,10.04
295,边缘计算,BK0860,2025.8,-12.31,-0.6,3272031280000,0.73,29,92,瑞斯康达,10.01
296,标准普尔,BK0879,1673.07,-10.02,-0.6,64109967104000,0.6,295,716,士兰微,9.99
297,汽车拆解,BK0943,1231.75,-7.39,-0.6,226663469000,0.73,5,13,*ST启环,2.6
298,融资融券,BK0596,3035.42,-18.22,-0.6,121462943744000,0.79,1201,2569,汉森制药,10.04
299,安防概念,BK0667,3107.66,-19.17,-0.61,1690021504000,1.13,31,80,五洋自控,5.38
300,富时罗素,BK0867,1746.17,-10.71,-0.61,72305815552000,0.65,384,850,士兰微,9.99
301,工程机械概念,BK0991,1572.24,-9.87,-0.62,1060648992000,0.41,12,39,川润股份,5.61
302,京津冀,BK0684,1644.2,-10.18,-0.62,686750048000,1.01,13,44,中 关 村,9.94
303,超跌股,BK1671,685.36,-4.28,-0.62,776795120000,1.62,47,98,楚天龙,9.97
304,央国企改革,BK0683,4693.16,-29.24,-0.62,48932060160000,0.63,398,982,杭齿前进,10.02
305,3D玻璃,BK0881,1662.7,-10.31,-0.62,434088704000,1.5,4,11,*ST春兴,3.16
306,光刻胶,BK1753,1095.42,-6.91,-0.63,850248256000,1.96,18,40,中巨芯-U,3.78
307,创业板综,BK0742,1890.31,-11.98,-0.63,18999683584000,2.07,424,904,博汇股份,20.02
308,数据安全,BK1047,903.5,-5.77,-0.63,1216576080000,0.89,16,62,瑞斯康达,10.01
309,电子车牌,BK0982,1232.03,-7.83,-0.63,127408721000,1.44,3,13,雄帝科技,9.35
310,红利破净股,BK1636,1049.76,-6.74,-0.64,14693656064000,0.14,14,26,中国平安,2.55
311,茅指数,BK0999,718.62,-4.63,-0.64,13453990656000,0.56,15,27,歌尔股份,5.68
312,C2M概念,BK0955,1319.55,-8.65,-0.65,270865888000,0.81,10,26,斯莱克,5.55
313,小盘价值,BK1668,905.73,-6.0,-0.66,4433781248000,0.9,74,222,万润新能,11.82
314,2026中报首亏,BK1751,1013.46,-6.76,-0.66,2195383216000,1.51,72,193,双鹭药业,9.94
315,增强现实,BK0801,1357.48,-9.01,-0.66,797055152000,1.2,9,33,歌尔股份,5.68
316,空间计算,BK1143,1440.23,-9.63,-0.66,163052206000,1.04,5,18,蕾奥规划,3.05
317,大数据,BK0634,4867.49,-32.69,-0.67,5781161728000,1.19,79,204,贝瑞基因,10.03
318,PLC概念,BK1119,1414.93,-9.56,-0.67,340282800000,0.56,3,7,雷赛智能,0.73
319,信创,BK1104,1709.16,-11.61,-0.67,3853418128000,1.31,62,177,东信和平,9.99
320,股权激励,BK0567,3592.66,-24.14,-0.67,5310684928000,1.16,65,140,宇环数控,10.01
321,鸿蒙概念,BK0953,1415.68,-9.57,-0.67,2331399344000,1.37,38,86,力合微,6.99
322,华为昇腾,BK0995,1406.45,-9.44,-0.67,577357200000,1.2,13,34,开勒股份,3.7
323,彩票概念,BK0671,2477.42,-17.21,-0.69,145311252000,0.71,3,16,ST椰岛,1.64
324,国产软件,BK0696,3142.39,-22.0,-0.7,2768089072000,1.29,61,168,四方精创,6.3
325,参股银行,BK0525,11666.29,-82.4,-0.7,11461658880000,0.53,53,172,汉森制药,10.04
326,AI智能体,BK0809,1113.33,-8.0,-0.71,2131601776000,1.35,33,125,康比特,8.62
327,央视50_,BK0610,2402.06,-17.26,-0.71,16701279488000,0.21,18,30,双鹭药业,9.94
328,数据要素,BK1135,1090.97,-7.84,-0.71,1929179120000,1.02,42,120,烽火通信,6.26
329,海绵城市,BK0724,938.99,-6.77,-0.72,243468320000,0.98,4,28,ST围海,3.86
330,中俄贸易概念,BK1072,1512.59,-11.2,-0.74,669998352000,0.77,19,62,冰轮环境,4.48
331,昨日首板,BK1630,5763.16,-42.68,-0.74,728312240000,7.3,23,43,键凯科技,20.0
332,人工智能,BK0800,1724.21,-13.11,-0.75,14094401024000,1.13,184,522,贝瑞基因,10.03
333,参股新三板,BK0600,2855.18,-21.71,-0.75,1487773664000,1.42,26,71,双鹭药业,9.94
334,地下管网,BK1058,1118.12,-8.43,-0.75,377361424000,0.62,11,41,银龙股份,1.94
335,创投,BK0506,17004.6,-131.04,-0.76,5485260288000,1.12,62,225,双鹭药业,9.94
336,新型城镇化,BK1080,1051.91,-8.14,-0.77,500165648000,1.2,20,80,瑞斯康达,10.01
337,北交所概念,BK0925,2124.69,-16.42,-0.77,311003136000,2.65,3,19,中 关 村,9.94
338,快递概念,BK0990,1093.67,-8.47,-0.77,567445952000,0.72,10,29,科瑞技术,4.67
339,2025三季报预减,BK1199,1160.76,-9.12,-0.78,63456071000,2.6,2,6,探路者,1.3
340,股权转让,BK0803,716.85,-5.66,-0.78,177691899000,1.33,9,30,山东墨龙,4.46
341,养老金,BK0823,1638.95,-12.91,-0.78,5245438976000,0.78,61,134,金富科技,10.0
342,多模态AI,BK1153,1183.39,-9.37,-0.79,1089761840000,1.36,13,57,路桥信息,4.13
343,长期破净,BK1635,910.19,-7.3,-0.8,14579827200000,0.31,39,137,*ST亚士,6.57
344,ChatGPT概念,BK1126,1842.12,-14.85,-0.8,1092087760000,1.43,15,45,宇信科技,3.41
345,抖音概念(字节概念),BK0923,1394.21,-11.41,-0.81,6171898880000,1.72,22,75,翠微股份,4.12
346,破增发价股,BK1673,917.24,-7.45,-0.81,11900374528000,0.85,198,600,圣达生物,10.04
347,云计算,BK0579,3173.87,-26.04,-0.81,7007277056000,0.78,33,111,烽火通信,6.31
348,低碳冶金,BK0979,884.45,-7.34,-0.82,248294705000,0.25,0,7,宝钢股份,-0.34
349,医废处理,BK0914,1198.17,-10.07,-0.83,199683855000,0.88,7,23,万邦达,2.89
350,DeepSeek概念,BK1188,1204.62,-10.22,-0.84,4298467072000,1.46,60,195,旭光电子,10.0
351,阿里概念,BK0689,2442.32,-21.04,-0.85,8765493504000,1.04,45,132,天利科技,10.4
352,虚拟数字人,BK1055,1190.78,-10.5,-0.87,3139602192000,1.36,14,68,宇信科技,3.41
353,雄安新区,BK0813,923.01,-8.08,-0.87,2095089168000,0.66,28,112,*ST亚士,6.57
354,旅游酒店,BK0485,13939.23,-124.69,-0.89,299367088000,1.07,3,35,ST云网,8.72
355,互联网服务,BK0447,27566.6,-247.67,-0.89,1774711280000,1.53,31,113,天利科技,10.4
356,东北振兴,BK0838,1141.48,-10.34,-0.9,677496240000,1.33,15,39,*ST国中,4.55
357,共享经济,BK0807,825.53,-7.59,-0.91,218152444000,0.79,3,16,永安行,0.4
358,价值股,BK1640,943.47,-8.74,-0.92,10042909184000,0.32,18,79,中远海特,3.14
359,造纸印刷,BK0470,9457.51,-88.01,-0.92,242799170000,0.73,4,34,*ST集友,4.1
360,财税数字化,BK1176,1515.87,-14.17,-0.93,416669504000,1.13,11,27,长亮科技,2.29
361,股权集中,BK1698,1040.75,-9.91,-0.94,5126678272000,0.26,24,60,宏桥控股,3.69
362,在线教育,BK0662,1914.68,-18.32,-0.95,1301924656000,1.16,17,92,星网锐捷,10.02
363,数据确权,BK1118,1302.67,-12.55,-0.95,215324696000,1.62,7,24,四方精创,6.3
364,粤港自贸,BK0677,3046.85,-29.29,-0.95,1148599872000,0.91,14,65,中远海特,3.14
365,AI应用,BK1629,727.9,-7.01,-0.95,3538200592000,1.3,45,191,楚天龙,9.97
366,AIGC概念,BK1111,1862.02,-18.21,-0.97,1998624960000,1.48,22,98,星网锐捷,10.02
367,次新股,BK0501,22187.81,-218.42,-0.97,7644109824000,4.04,36,112,国仪公司-U,16.46
368,破发股,BK1672,937.44,-9.21,-0.97,4404146176000,0.93,159,557,瑞斯康达,10.01
369,冰雪经济,BK1185,928.48,-9.11,-0.97,297820048000,1.04,6,36,冰轮环境,4.48
370,微盘股,BK1158,3530.29,-34.8,-0.98,837593328000,1.51,61,326,圣达生物,10.04
371,智谱AI概念,BK1182,1071.51,-10.66,-0.99,368167520000,1.65,6,27,宇信科技,3.41
372,百度概念,BK0845,1571.87,-15.66,-0.99,2982866672000,1.28,32,109,天利科技,10.4
373,破净股,BK1112,1409.07,-14.18,-1.0,23916682240000,0.3,74,334,ST龙元,6.43
374,微盘精选,BK1644,866.86,-8.91,-1.02,111789674000,1.59,6,47,达 意 隆,10.03
375,户外露营,BK1079,1351.34,-14.23,-1.04,129913177000,0.77,3,24,双枪科技,1.42
376,退税商店,BK0933,1135.53,-12.0,-1.05,140059857000,0.96,1,11,翠微股份,4.12
377,Kimi概念,BK1169,1028.0,-11.03,-1.06,439391056000,1.26,2,14,阿特斯,2.53
378,长江三角,BK0594,2748.03,-29.32,-1.06,9487147776000,0.97,92,302,士兰微,9.99
379,跨境电商,BK1115,1407.73,-15.28,-1.07,1507557408000,1.13,27,142,ST三木,4.86
380,长寿药,BK0936,1100.75,-12.01,-1.08,146281358000,2.9,5,10,双鹭药业,9.94
381,装配建筑,BK0945,1029.25,-11.19,-1.08,1185336464000,0.74,14,73,ST龙元,6.43
382,IPO受益,BK0697,3055.02,-33.54,-1.09,2226475824000,0.65,9,43,雅化集团,5.22
383,参股券商,BK0514,13741.17,-153.13,-1.1,3592918432000,0.71,22,99,西藏珠峰,5.5
384,低市净率,BK1723,1024.52,-11.44,-1.1,15007895552000,0.29,27,162,国机汽车,3.97
385,数字阅读,BK0959,1468.45,-16.46,-1.11,167966965000,1.0,3,16,亨通股份,1.99
386,影视概念,BK0847,863.28,-9.74,-1.12,490526176000,0.93,9,50,ST围海,3.86
387,房屋检测,BK1179,1312.65,-15.04,-1.13,234983289000,1.36,7,32,ST龙元,6.43
388,网络游戏,BK0509,12504.08,-142.32,-1.13,1036018528000,1.05,5,61,慈星股份,2.49
389,宁组合,BK1000,663.09,-7.63,-1.14,5450843392000,0.89,9,15,宁德时代,2.55
390,托育服务,BK1074,871.66,-10.32,-1.17,25769543000,0.71,1,5,ST易联众,1.27
391,白酒,BK0896,1843.8,-21.96,-1.18,2630171952000,0.6,7,38,*ST春天,2.65
