date,close
2024-07-23,143.33
2024-07-24,147.26
2024-07-25,150.62
2024-07-26,151.62
2024-07-29,149.54
2024-07-30,152.31
2024-07-31,148.83
2024-08-01,151.74
2024-08-02,155.12
2024-08-05,152.23
2024-08-06,149.95
2024-08-07,149.88
2024-08-08,151.2
2024-08-09,151.6
2024-08-12,150.86
2024-08-13,149.37
2024-08-14,149.46
2024-08-15,150.07
2024-08-16,150.37
2024-08-19,150.61
2024-08-20,151.14
2024-08-21,152.41
2024-08-22,153.33
2024-08-23,155.11
2024-08-26,155.59
2024-08-27,155.17
2024-08-28,156.14
2024-08-29,156.45
2024-08-30,158.08
2024-09-03,159.38
2024-09-04,159.58
2024-09-05,157.21
2024-09-06,156.6
2024-09-09,158.83
2024-09-10,159.6
2024-09-11,157.04
2024-09-12,156.86
2024-09-13,157.74
2024-09-16,159.21
2024-09-17,159.29
2024-09-18,158.37
2024-09-19,157.04
2024-09-20,156.38
2024-09-23,155.44
2024-09-24,155.0
2024-09-25,152.82
2024-09-26,153.61
2024-09-27,153.62
2024-09-30,154.28
2024-10-01,154.21
2024-10-02,153.39
2024-10-03,152.72
2024-10-04,152.51
2024-10-07,151.75
2024-10-08,151.91
2024-10-09,152.87
2024-10-10,152.73
2024-10-11,153.68
2024-10-14,153.82
2024-10-15,156.32
2024-10-16,156.5
2024-10-17,156.69
2024-10-18,157.34
2024-10-21,155.05
2024-10-22,155.67
2024-10-23,158.08
2024-10-24,155.89
2024-10-25,153.1
2024-10-28,153.82
2024-10-29,152.31
2024-10-30,152.83
2024-10-31,152.08
2024-11-01,152.35
2024-11-04,150.46
2024-11-05,150.57
2024-11-06,150.1
2024-11-07,148.95
2024-11-08,147.69
2024-11-11,147.26
2024-11-12,144.86
2024-11-13,145.46
2024-11-14,144.09
2024-11-15,146.22
2024-11-18,146.99
2024-11-19,145.22
2024-11-20,145.33
2024-11-21,147.72
2024-11-22,147.39
2024-11-25,148.0
2024-11-26,147.98
2024-11-27,148.86
2024-11-29,148.47
2024-12-02,148.26
2024-12-03,145.82
2024-12-04,143.93
2024-12-05,142.98
2024-12-06,142.77
2024-12-09,143.06
2024-12-10,142.69
2024-12-11,140.1
2024-12-12,139.7
2024-12-13,140.08
2024-12-16,137.31
2024-12-17,139.87
2024-12-18,138.21
2024-12-19,137.04
2024-12-20,137.93
2024-12-23,138.73
2024-12-24,139.31
2024-12-26,139.04
2024-12-27,138.51
2024-12-30,136.8
2024-12-31,138.08
2025-01-02,137.48
2025-01-03,137.65
2025-01-06,137.12
2025-01-07,139.69
2025-01-08,135.73
2025-01-10,135.52
2025-01-13,137.93
2025-01-14,138.21
2025-01-15,138.43
2025-01-16,141.23
2025-01-17,140.49
2025-01-21,141.61
2025-01-22,138.73
2025-01-23,140.1
2025-01-24,140.28
2025-01-27,146.35
2025-01-28,143.84
2025-01-29,144.61
2025-01-30,146.33
2025-01-31,145.61
2025-02-03,145.33
2025-02-04,146.95
2025-02-05,148.15
2025-02-06,146.97
2025-02-07,146.58
2025-02-10,147.7
2025-02-11,149.59
2025-02-12,148.72
2025-02-13,150.71
2025-02-14,149.61
2025-02-18,148.45
2025-02-19,151.35
2025-02-20,153.14
2025-02-21,155.76
2025-02-24,157.2
2025-02-25,159.55
2025-02-26,156.54
2025-02-27,157.19
2025-02-28,158.48
2025-03-03,160.74
2025-03-04,158.88
2025-03-05,158.58
2025-03-06,159.29
2025-03-07,160.15
2025-03-10,161.16
2025-03-11,159.32
2025-03-12,156.31
2025-03-13,156.45
2025-03-14,156.27
2025-03-17,156.3
2025-03-18,157.71
2025-03-19,156.45
2025-03-20,156.48
2025-03-21,157.09
2025-03-24,156.75
2025-03-25,154.48
2025-03-26,155.18
2025-03-27,156.59
2025-03-28,157.17
2025-03-31,159.3
2025-04-01,146.71
2025-04-02,148.82
2025-04-03,153.28
2025-04-04,146.7
2025-04-07,144.08
2025-04-08,143.46
2025-04-09,144.43
2025-04-10,142.15
2025-04-11,145.19
2025-04-14,147.82
2025-04-15,147.08
2025-04-16,147.37
2025-04-17,150.93
2025-04-21,150.38
2025-04-22,151.21
2025-04-23,148.84
2025-04-24,148.39
2025-04-25,148.04
2025-04-28,148.81
2025-04-29,149.37
2025-04-30,149.77
2025-05-01,147.92
2025-05-02,149.58
2025-05-05,148.46
2025-05-06,147.93
2025-05-07,150.76
2025-05-08,149.12
2025-05-09,147.68
2025-05-12,147.6
2025-05-13,141.9
2025-05-14,139.82
2025-05-15,143.07
2025-05-16,144.79
2025-05-19,145.95
2025-05-20,147.12
2025-05-21,146.64
2025-05-22,146.07
2025-05-23,146.4
2025-05-27,148.01
2025-05-28,147.19
2025-05-29,148.34
2025-05-30,149.97
2025-06-02,150.16
2025-06-03,149.18
2025-06-04,147.98
2025-06-05,148.42
2025-06-06,149.79
2025-06-09,149.99
2025-06-10,151.21
2025-06-11,150.02
2025-06-12,151.42
2025-06-13,151.86
2025-06-16,149.98
2025-06-17,147.14
2025-06-18,145.49
2025-06-20,144.55
2025-06-23,146.08
2025-06-24,146.95
2025-06-25,147.04
2025-06-26,146.77
2025-06-27,147.17
2025-06-30,147.51
2025-07-01,150.68
2025-07-02,150.32
2025-07-03,150.77
2025-07-07,150.03
2025-07-08,150.55
2025-07-09,151.04
2025-07-10,152.45
2025-07-11,151.66
2025-07-14,151.58
2025-07-15,149.93
2025-07-16,159.54
2025-07-17,157.74
2025-07-18,158.46
2025-07-21,159.12
2025-07-22,162.69
2025-07-23,163.86
2025-07-24,164.32
2025-07-25,163.06
2025-07-28,160.98
2025-07-29,162.87
2025-07-30,162.02
2025-07-31,159.5
2025-08-01,162.09
2025-08-04,165.8
2025-08-05,165.5
2025-08-06,165.35
2025-08-07,166.29
2025-08-08,168.09
2025-08-11,168.58
2025-08-12,167.54
2025-08-13,169.18
2025-08-14,169.48
2025-08-15,171.4
2025-08-18,171.01
2025-08-19,172.56
2025-08-20,173.6
2025-08-21,173.69
2025-08-22,174.05
2025-08-25,173.17
2025-08-26,172.55
2025-08-27,172.85
2025-08-28,171.51
2025-08-29,173.23
2025-09-02,174.12
2025-09-03,174.06
2025-09-04,174.82
2025-09-05,174.49
2025-09-08,174.19
2025-09-09,173.02
2025-09-10,171.85
2025-09-11,174.56
2025-09-12,174.12
2025-09-15,173.46
2025-09-16,172.52
2025-09-17,173.26
2025-09-18,170.22
2025-09-19,172.25
2025-09-22,170.27
2025-09-23,172.64
2025-09-24,172.75
2025-09-25,173.79
2025-09-26,175.77
2025-09-29,177.68
2025-09-30,181.48
2025-10-01,182.11
2025-10-02,182.04
2025-10-03,184.7
2025-10-06,184.22
2025-10-07,184.95
2025-10-08,185.75
2025-10-09,187.14
2025-10-10,186.78
2025-10-13,186.96
2025-10-14,186.91
2025-10-15,187.23
2025-10-16,188.18
2025-10-17,189.28
2025-10-20,189.78
2025-10-21,187.94
2025-10-22,189.0
2025-10-23,188.53
2025-10-24,186.46
2025-10-27,186.36
2025-10-28,182.99
2025-10-29,182.66
2025-10-30,185.11
2025-10-31,184.93
2025-11-03,182.32
2025-11-04,182.92
2025-11-05,182.06
2025-11-06,183.03
2025-11-07,182.63
2025-11-10,184.47
2025-11-11,189.89
2025-11-12,190.45
2025-11-13,191.31
2025-11-14,191.99
2025-11-17,195.64
2025-11-18,196.06
2025-11-19,198.57
2025-11-20,199.13
2025-11-21,199.96
2025-11-24,202.11
2025-11-25,204.03
2025-11-26,204.92
2025-11-28,204.28
2025-12-01,202.7
2025-12-02,202.78
2025-12-03,202.69
2025-12-04,199.84
2025-12-05,199.29
2025-12-08,198.98
2025-12-09,197.32
2025-12-10,203.9
2025-12-11,207.37
2025-12-12,208.94
2025-12-15,211.53
2025-12-16,206.66
2025-12-17,207.69
2025-12-18,205.67
2025-12-19,203.73
2025-12-22,204.68
2025-12-23,203.14
2025-12-24,205.14
2025-12-26,204.99
2025-12-29,204.92
2025-12-30,204.27
2025-12-31,204.31
2026-01-02,204.71
2026-01-05,201.67
2026-01-06,202.15
2026-01-07,204.85
2026-01-08,203.11
2026-01-09,201.75
2026-01-12,207.08
2026-01-13,211.01
2026-01-14,215.91
2026-01-15,216.93
2026-01-16,216.02
2026-01-20,215.57
2026-01-21,215.37
2026-01-22,215.85
2026-01-23,217.5
2026-01-26,218.85
2026-01-27,221.8
2026-01-28,225.08
2026-01-29,224.65
2026-01-30,224.61
2026-02-02,228.11
2026-02-03,230.46
2026-02-04,231.83
2026-02-05,235.15
2026-02-06,237.35
2026-02-09,236.0
2026-02-10,235.71
2026-02-11,238.22
2026-02-12,241.91
2026-02-13,240.81
2026-02-17,240.69
2026-02-18,242.35
2026-02-19,244.27
2026-02-20,239.85
2026-02-23,243.2
2026-02-24,244.94
2026-02-25,243.83
2026-02-26,242.13
2026-02-27,247.09
2026-03-02,247.22
2026-03-03,245.41
2026-03-04,243.96
2026-03-05,238.29
2026-03-06,239.06
2026-03-09,241.25
2026-03-10,242.37
2026-03-11,241.65
2026-03-12,240.7
2026-03-13,240.18
2026-03-16,241.85
2026-03-17,236.77
2026-03-18,235.94
2026-03-19,236.26
2026-03-20,234.03
