date,close
2024-07-23,539.0873
2024-07-24,526.5373
2024-07-25,523.7173
2024-07-26,529.7473
2024-07-29,530.0673
2024-07-30,527.3073
2024-07-31,536.1173
2024-08-01,528.3173
2024-08-02,518.2073
2024-08-05,502.6873
2024-08-06,507.4573
2024-08-07,503.9673
2024-08-08,515.9573
2024-08-09,518.2973
2024-08-12,518.5773
2024-08-13,527.3473
2024-08-14,529.0573
2024-08-15,538.3773
2024-08-16,539.6173
2024-08-19,544.9173
2024-08-20,544.0073
2024-08-21,545.9273
2024-08-22,541.5273
2024-08-23,547.4373
2024-08-26,546.0973
2024-08-27,546.8673
2024-08-28,543.6073
2024-08-29,543.6573
2024-08-30,548.9873
2024-09-03,537.3873
2024-09-04,536.2573
2024-09-05,534.9173
2024-09-06,525.6673
2024-09-09,531.7173
2024-09-10,534.0973
2024-09-11,539.7273
2024-09-12,544.3973
2024-09-13,547.3173
2024-09-16,548.1473
2024-09-17,548.3773
2024-09-18,546.7073
2024-09-19,556.2873
2024-09-20,555.3028
2024-09-23,556.7228
2024-09-24,558.3528
2024-09-25,557.0928
2024-09-26,559.3528
2024-09-27,558.5228
2024-09-30,560.8128
2024-10-01,555.6728
2024-10-02,555.9128
2024-10-03,554.8728
2024-10-04,560.0328
2024-10-07,554.8528
2024-10-08,560.2228
2024-10-09,564.1928
2024-10-10,563.1828
2024-10-11,566.6328
2024-10-14,571.3728
2024-10-15,566.8328
2024-10-16,569.3528
2024-10-17,569.4028
2024-10-18,571.6428
2024-10-21,570.6828
2024-10-22,570.3728
2024-10-23,565.0428
2024-10-24,566.2928
2024-10-25,566.0928
2024-10-28,567.8828
2024-10-29,568.8228
2024-10-30,567.0628
2024-10-31,555.6928
2024-11-01,558.0928
2024-11-04,556.8628
2024-11-05,563.7528
2024-11-06,578.0928
2024-11-07,582.6628
2024-11-08,585.2428
2024-11-11,585.8128
2024-11-12,583.9528
2024-11-13,584.2428
2024-11-14,580.4028
2024-11-15,572.8028
2024-11-18,575.2028
2024-11-19,577.3528
2024-11-20,577.5528
