date,close
2024-07-23,438.05
2024-07-24,422.1
2024-07-25,411.6
2024-07-26,418.47
2024-07-29,419.93
2024-07-30,416.12
2024-07-31,411.55
2024-08-01,410.31
2024-08-02,401.69
2024-08-05,388.35
2024-08-06,392.81
2024-08-07,391.63
2024-08-08,395.89
2024-08-09,399.22
2024-08-12,400.01
2024-08-13,407.21
2024-08-14,410.06
2024-08-15,414.98
2024-08-16,412.42
2024-08-19,415.48
2024-08-20,418.75
2024-08-21,418.09
2024-08-22,409.5
2024-08-23,410.74
2024-08-26,407.44
2024-08-27,407.79
2024-08-28,404.55
2024-08-29,407.07
2024-08-30,411.09
2024-09-03,403.39
2024-09-04,402.85
2024-09-05,402.34
2024-09-06,395.65
2024-09-09,399.67
2024-09-10,408.15
2024-09-11,416.99
2024-09-12,420.95
2024-09-13,424.54
2024-09-16,425.29
2024-09-17,429.1
2024-09-18,424.76
2024-09-19,432.64
2024-09-20,429.22
2024-09-23,427.46
2024-09-24,423.12
2024-09-25,426.06
2024-09-26,425.26
2024-09-27,421.97
2024-09-30,424.25
2024-10-01,414.64
2024-10-02,411.08
2024-10-03,410.49
2024-10-04,410.01
2024-10-07,403.49
2024-10-08,408.66
2024-10-09,411.41
2024-10-10,409.79
2024-10-11,410.27
2024-10-14,413.09
2024-10-15,412.69
2024-10-16,410.07
2024-10-17,410.67
2024-10-18,412.11
2024-10-21,412.73
2024-10-22,421.46
2024-10-23,418.55
2024-10-24,418.68
2024-10-25,422.1
2024-10-28,420.54
2024-10-29,425.9
2024-10-30,426.48
2024-10-31,400.3
2024-11-01,404.32
2024-11-04,402.41
2024-11-05,405.41
2024-11-06,414.13
2024-11-07,419.38
2024-11-08,416.49
2024-11-11,411.96
2024-11-12,416.98
2024-11-13,419.15
2024-11-14,420.84
2024-11-15,408.95
2024-11-18,409.71
2024-11-19,411.74
2024-11-20,409.44
2024-11-21,407.65
2024-11-22,411.78
2024-11-25,413.57
2024-11-26,422.77
2024-11-27,417.77
2024-11-29,418.24
2024-12-02,425.76
2024-12-03,425.98
2024-12-04,432.2
2024-12-05,437.4
2024-12-06,438.35
2024-12-09,440.8
2024-12-10,438.11
2024-12-11,443.77
2024-12-12,444.34
2024-12-13,442.05
2024-12-16,446.37
2024-12-17,449.24
2024-12-18,432.17
2024-12-19,431.81
2024-12-20,431.38
2024-12-23,430.03
2024-12-24,434.11
2024-12-26,432.89
2024-12-27,425.31
2024-12-30,419.61
2024-12-31,416.28
2025-01-02,413.36
2025-01-03,418.13
2025-01-06,422.63
2025-01-07,417.15
2025-01-08,419.34
2025-01-10,413.73
2025-01-13,411.97
2025-01-14,410.45
2025-01-15,421.09
2025-01-16,419.36
2025-01-17,423.81
2025-01-21,423.28
2025-01-22,440.98
2025-01-23,441.49
2025-01-24,438.84
2025-01-27,429.34
2025-01-28,441.98
2025-01-29,437.11
2025-01-30,409.77
2025-01-31,409.84
2025-02-03,405.7
2025-02-04,407.15
2025-02-05,408.07
2025-02-06,410.6
2025-02-07,404.53
2025-02-10,407.0
2025-02-11,406.22
2025-02-12,403.82
2025-02-13,405.32
2025-02-14,403.21
2025-02-18,404.42
2025-02-19,409.55
2025-02-20,411.74
2025-02-21,403.82
2025-02-24,399.61
2025-02-25,393.51
2025-02-26,395.34
