date,close
2024-07-23,40.25
2024-07-24,40.03
2024-07-25,39.52
2024-07-26,39.51
2024-07-29,38.93
2024-07-30,39.12
2024-07-31,38.15
2024-08-01,37.34
2024-08-02,35.42
2024-08-05,34.49
2024-08-06,34.76
2024-08-07,35.14
2024-08-08,36.05
2024-08-09,36.12
2024-08-12,36.01
2024-08-13,36.3
2024-08-14,36.65
2024-08-15,36.87
2024-08-16,37.18
2024-08-19,37.51
2024-08-20,36.53
2024-08-21,36.59
2024-08-22,37.08
2024-08-23,37.61
2024-08-26,37.76
2024-08-27,37.51
2024-08-28,37.79
2024-08-29,38.01
2024-08-30,38.59
2024-09-03,38.54
2024-09-04,38.34
2024-09-05,37.98
2024-09-06,36.86
2024-09-09,37.57
2024-09-10,37.38
2024-09-11,37.1
2024-09-12,36.88
2024-09-13,36.75
2024-09-16,37.2
2024-09-17,37.65
2024-09-18,37.72
2024-09-19,38.97
2024-09-20,38.37
2024-09-23,37.97
2024-09-24,37.55
2024-09-25,37.35
2024-09-26,37.62
2024-09-27,37.5
2024-09-30,37.78
2024-10-01,37.32
2024-10-02,37.33
2024-10-03,37.35
2024-10-04,38.21
2024-10-07,38.06
2024-10-08,38.03
2024-10-09,38.29
2024-10-10,38.07
2024-10-11,40.05
2024-10-14,40.01
2024-10-15,40.24
2024-10-16,40.9
2024-10-17,40.7
2024-10-18,40.42
2024-10-21,39.86
2024-10-22,40.4
2024-10-23,40.44
2024-10-24,40.75
2024-10-25,39.99
2024-10-28,40.72
2024-10-29,40.63
2024-10-30,40.41
2024-10-31,39.92
2024-11-01,39.86
2024-11-04,39.43
2024-11-05,39.98
2024-11-06,43.51
2024-11-07,42.87
2024-11-08,43.23
2024-11-11,44.18
2024-11-12,43.96
2024-11-13,43.97
2024-11-14,44.0
2024-11-15,44.85
2024-11-18,44.82
2024-11-19,44.51
2024-11-20,44.16
2024-11-21,44.56
2024-11-22,45.1
2024-11-25,45.6
2024-11-26,45.85
2024-11-27,45.87
2024-11-29,45.61
2024-12-02,45.14
2024-12-03,44.92
2024-12-04,44.47
2024-12-05,45.1
2024-12-06,45.11
2024-12-09,44.27
2024-12-10,44.11
2024-12-11,44.44
2024-12-12,44.44
2024-12-13,44.03
2024-12-16,43.83
2024-12-17,43.41
2024-12-18,41.86
2024-12-19,41.74
2024-12-20,42.53
2024-12-23,42.25
2024-12-24,42.74
2024-12-26,42.91
2024-12-27,42.7
2024-12-30,42.27
2024-12-31,42.31
2025-01-02,42.65
2025-01-03,43.17
2025-01-06,43.76
2025-01-07,44.44
2025-01-08,44.57
2025-01-10,43.47
2025-01-13,43.42
2025-01-14,44.14
2025-01-15,45.46
2025-01-16,45.0
2025-01-17,44.89
2025-01-21,45.02
2025-01-22,44.15
2025-01-23,44.75
2025-01-24,44.88
2025-01-27,45.45
2025-01-28,45.2
2025-01-29,45.11
2025-01-30,45.08
2025-01-31,44.66
2025-02-03,44.57
2025-02-04,45.07
2025-02-05,45.47
2025-02-06,46.1
2025-02-07,45.76
2025-02-10,45.03
2025-02-11,45.15
2025-02-12,44.57
2025-02-13,44.69
2025-02-14,45.32
2025-02-18,44.89
2025-02-19,44.37
2025-02-20,43.66
2025-02-21,43.17
2025-02-24,42.82
2025-02-25,42.3
2025-02-26,42.3
2025-02-27,42.48
2025-02-28,44.46
2025-03-03,43.92
2025-03-04,41.03
2025-03-05,40.65
2025-03-06,39.82
2025-03-07,40.02
2025-03-10,38.45
2025-03-11,38.23
2025-03-12,38.53
2025-03-13,38.29
2025-03-14,39.51
2025-03-17,40.06
2025-03-18,40.27
2025-03-19,40.83
2025-03-20,41.1
2025-03-21,41.09
2025-03-24,41.69
2025-03-25,41.9
2025-03-26,41.44
2025-03-27,41.18
2025-03-28,39.87
2025-03-31,40.35
2025-04-01,40.11
2025-04-02,40.47
2025-04-03,35.84
2025-04-04,33.01
2025-04-07,34.2
2025-04-08,33.65
2025-04-09,35.77
2025-04-10,34.47
2025-04-11,34.57
2025-04-14,35.29
2025-04-15,36.61
2025-04-16,35.95
2025-04-17,36.03
2025-04-21,35.54
2025-04-22,36.94
2025-04-23,37.37
2025-04-24,38.2
2025-04-25,38.31
2025-04-28,38.4
2025-04-29,38.61
2025-04-30,38.5
2025-05-01,38.79
2025-05-02,39.69
2025-05-05,39.74
2025-05-06,39.46
2025-05-07,39.55
2025-05-08,40.22
2025-05-09,40.41
2025-05-12,41.98
2025-05-13,42.9
2025-05-14,43.36
2025-05-15,43.0
2025-05-16,43.31
2025-05-19,43.39
2025-05-20,43.31
2025-05-21,41.87
2025-05-22,41.93
2025-05-23,41.82
2025-05-27,42.84
2025-05-28,42.68
2025-05-29,42.86
2025-05-30,42.75
2025-06-02,42.7
2025-06-03,43.27
2025-06-04,42.98
2025-06-05,43.0
2025-06-06,43.85
2025-06-09,43.75
2025-06-10,43.97
2025-06-11,43.61
2025-06-12,43.5
2025-06-13,42.97
2025-06-16,43.29
2025-06-17,43.11
2025-06-18,43.94
2025-06-20,44.38
2025-06-23,45.18
2025-06-24,45.54
2025-06-25,45.73
2025-06-26,46.34
2025-06-27,46.0
2025-06-30,46.2
2025-07-01,47.03
2025-07-02,47.59
2025-07-03,47.81
2025-07-07,47.54
2025-07-08,46.03
2025-07-09,45.72
2025-07-10,45.85
2025-07-11,45.61
